,PO_ID,Current Status,Relevant Timestamp,Days,Days Bucket,Delays,Delays Bucket,Today_Target_delay,Today_Target_delay Bucket
1357,PO365978HAPL-0000222,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1358,PO366270REGA-0000053,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1359,PO366959PXIP-0001597,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1360,PO367425KETT-0000601,10. PRD Confirmation Pending,,1,1,Missing,Missing,251,15+
1361,PO367660BEGR-0007781,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1362,PO369356ATLA-0000111,06. Packaging Pending,,350,15+,Missing,Missing,350,15+
1363,PO369497DAWH-0000384,11. IM Sign-Off Pending,,1,1,Missing,Missing,4,04-08
1364,PO370998YIDB-0001233,32. Dispute - PO Closing Pending,,83,15+,Missing,Missing,83,15+
1365,PO371179PXAB-0000131,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1366,PO371846BAMO-00016417,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
1367,PO371904HAMI-0002831,29. Custom Clearance Pending,,13,09-15,Missing,Missing,13,09-15
1368,PO371932M2B1-1003871,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1369,PO3723152LBD-0001661,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1370,PO372337BAHI-0000092,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1371,PO372373BOLT-00135446,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
1372,PO372395DONB-00010110,26. BL Payment Pending - In Transit,,1,01-03,Missing,Missing,1,01-03
1373,PO372432HAPP-00001346,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-20,On-Track
1374,PO372472KETT-0000261,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1375,PO372609PXKE-0000098,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1376,PO372706VIIR-0000461,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1377,PO372791PXFU-0001019,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-5,On-Track
1378,PO373287NETF-3000031,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1379,PO373321PXIN-0000331,24. Mark In-Transit Pending,,9,09-15,Missing,Missing,9,09-15
1380,PO374010BRUN-0000201,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1381,PO374010BRUN-0002926,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1382,PO374017DAWH-0001941,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,0,On-Track
1383,PO374030DONB-0002423,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
1384,PO374084KETT-00012618,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
1385,PO374143PROB-0000091,16. CI Payment Pending,,4,04-08,Missing,Missing,4,04-08
1386,PO374156PXAY-0000061,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1387,PO374166PXCR-0000011,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1388,PO374166PXCR-0000194,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1389,PO374174PXFU-0001056,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-13,On-Track
1390,PO374174PXFU-0001667,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-5,On-Track
1391,PO374174PXFU-00016315,20. Pre Pickup Check,,13,09-15,Missing,Missing,13,09-15
1392,PO374174PXFU-0001564,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-11,On-Track
1393,PO374196PXIN-0001325,18. FFW Booking Missing,-3.0,3,01-03,-3.0,On-Track,3,01-03
1394,PO374201PXIP-00000118,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
1395,PO374314BEGR-0003123,10. PRD Confirmation Pending,,30,15+,Missing,Missing,30,15+
1396,PO374368BAMO-0002831,24. Mark In-Transit Pending,,8,04-08,Missing,Missing,8,04-08
1397,PO374450PROB-0000402,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1398,PO375166CHIL-0001131,28. Telex Release Pending,,5,04-08,Missing,Missing,5,04-08
1399,PO375220BARV-0000161,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1400,PO375289BAMO-0001421,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-16,On-Track
1401,PO375350LUMA-0000122,23. INB Creation Pending,,1,01-03,Missing,Missing,1,01-03
1402,PO375383PXFU-0000623,19. Supplier Pickup Date Pending,,4,04-08,Missing,Missing,4,04-08
1403,PO377180BAMO-0002304,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
1404,PO377198BOLT-0011493,09. Under Production,,On-Track,On-Track,Missing,Missing,-34,On-Track
1405,PO377215EBER-0000031,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
1406,PO377232HAMI-0002831,09. Under Production,,On-Track,On-Track,Missing,Missing,-39,On-Track
1407,PO377242HOMA-0000241,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1408,PO377339PXFU-0001131,11. IM Sign-Off Pending,,3,01-03,Missing,Missing,3,01-03
1409,PO377341PXFU-0000512,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
1410,PO377353PXIN-00015540,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1411,PO377355PXIN-0000672,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1412,PO377359PXIP-0000985,09. Under Production,,On-Track,On-Track,Missing,Missing,-4,On-Track
1413,PO377388PXSA-0000491,14. SM Sign-Off Pending,,3,01-03,Missing,Missing,3,01-03
1414,PO377407ROLA-0000142,09. Under Production,,On-Track,On-Track,Missing,Missing,-14,On-Track
1415,PO377442YIDB-0001234,05. PI Payment Pending,,8,04-08,Missing,Missing,8,04-08
1416,PO377443ZORE-0000025,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
1417,PO377837KIDZ-0000931,02. Supplier Confirmation Pending,,4,04-08,Missing,Missing,4,04-08
1418,PO359395M2B4-00038430,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
1419,PO359395M2B4-00046145,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
1420,PO363591DONB-0001989,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
1421,PO365755DAZM-0000125,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1422,PO365807DONB-0001236,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1423,PO366269REGA-0000094,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1424,PO366270REGA-0000031,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1425,PO366270REGA-0000094,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1426,PO367660BEGR-00077882,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1427,PO369261EDOU-0000691,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1428,PO371932M2B1-1006644,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1429,PO371932M2B1-1002418,13. Batch Creation Pending,,Missing,Missing,Missing,Missing,2,01-03
1430,PO372352BARV-0000031,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1431,PO372373BOLT-00124380,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
1432,PO372525POWR-0004267,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1433,PO372640PXPX-00049614,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-2,On-Track
1434,PO372688SLOK-0000063,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1435,PO372735GOER-0003892,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1436,PO373228BAMO-0001211,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1437,PO373369SLOK-0000071,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1438,PO373377VIIR_0000191,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1439,PO373638BOLT-0000081,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1440,PO374002BLAC-0000191,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-19,On-Track
1441,PO374014BUNT-0000023,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1442,PO374055HAMI-0005101,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-9,On-Track
1443,PO374201PXIP-00022210,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
1444,PO374206PXOL-0000061,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1445,PO374220PXPR-0000457,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1446,PO374276WHOL-0003721,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1447,PO374314BEGR-00060719,10. PRD Confirmation Pending,,30,15+,Missing,Missing,30,15+
1448,PO374441PXSA-00027732,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1449,PO375182HKGA-0000126,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1450,PO375333HYDB - 0002257,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1451,PO375392PXIN-0000219,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
1452,PO375397PXKE-0000521,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1453,PO375403PXPR-0000734,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-5,On-Track
1454,PO375468GOER-0000502,20. Pre Pickup Check,,12,09-15,Missing,Missing,12,09-15
1455,PO377238HAPP-0000081,05. PI Payment Pending,,6,04-08,Missing,Missing,6,04-08
1456,PO377275LUMA-0000071,05. PI Payment Pending,,8,04-08,Missing,Missing,8,04-08
1457,PO377353PXIN-00011644,09. Under Production,,On-Track,On-Track,Missing,Missing,-94,On-Track
1458,PO377373PXPR-0000082,11. IM Sign-Off Pending,,3,01-03,Missing,Missing,3,01-03
1459,PO377396PXWE-0001784,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1460,PO377401PXWE-0000311,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1461,PO377419TRIB-0000031,09. Under Production,,On-Track,On-Track,Missing,Missing,-12,On-Track
1462,PO361424YUMA-0000011,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1463,PO365724DAWH-0001168,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1464,PO365755DAZM-0000121,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1465,PO365802DONB-0000291,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-10,On-Track
1466,PO365932GRIP-0000302,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1467,PO366090KIDZ-0000191,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1468,PO366094KIDZ-0002361,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1469,PO366288ROOM-0004371,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1470,PO366339TOOL-0000031,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1471,PO371890EVER-0002479,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1472,PO371961PROB-0000293,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1473,PO372343BAMO-0001693,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1474,PO372373BOLT-00117835,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
1475,PO372373BOLT-00127337,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
1476,PO372537PROB-0000172,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1477,PO372600PXIN-00008515,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1478,PO372732GOER-0005082,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1479,PO372775VDOM-0000141,26. BL Payment Pending - In Transit,-25.0,4,04-08,-25.0,On-Track,4,04-08
1480,PO373323PXIN-00014132,20. Pre Pickup Check,,16,15+,Missing,Missing,16,15+
1481,PO373323PXIN-00000234,20. Pre Pickup Check,,16,15+,Missing,Missing,16,15+
1482,PO373377VIIR_0000342,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1483,PO373640ENOV-000271,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1484,PO373679TRIB-0000622,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1485,PO373864DAWH-00032228,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1486,PO374007BOLT-00109018,22. Non FOB Pickup Pending,,2,01-03,Missing,Missing,2,01-03
1487,PO374054HAMI-0003931,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-9,On-Track
1488,PO374083KETT-0000557,28. Telex Release Pending,-1.0,6,04-08,-1.0,On-Track,6,04-08
1489,PO377274LOCK-0000011,11. IM Sign-Off Pending,,1,01-03,Missing,Missing,1,01-03
1490,PO377331PXCR-0000073,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
1491,PO377339PXFU-0001564,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1492,PO377353PXIN-00018348,09. Under Production,,On-Track,On-Track,Missing,Missing,-94,On-Track
1493,PO377367PXPR-0002672,06. Packaging Pending,,13,09-15,Missing,Missing,13,09-15
1494,PO377369PXPR-0000831,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1495,PO377385PXPX-0000285,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
1496,PO377422VIIR_0000261,11. IM Sign-Off Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1497,PO377426VIIR_0000361,05. PI Payment Pending,,6,04-08,Missing,Missing,6,04-08
1498,PO377450GOER-0002933,09. Under Production,,On-Track,On-Track,Missing,Missing,-29,On-Track
1499,PO359977BOTO-0000052,10. PRD Confirmation Pending,,1,1,Missing,Missing,375,15+
1500,PO365913GOER-00030923,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1501,PO365947HALL-0000222,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-7,On-Track
1502,PO366010HOMA-0000371,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1503,PO366092KIDZ-00001942,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1504,PO366380VDOM-0000035,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1505,PO369343WINB-0000321,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1506,PO371932M2B1-1003759,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1507,PO372343BAMO-0001652,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1508,PO372373BOLT-001063146,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1509,PO372392DDOX-00035511,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1510,PO372395DONB-0002193,26. BL Payment Pending - In Transit,-7.0,5,04-08,-7.0,On-Track,5,04-08
1511,PO372397DONB-0000261,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-20,On-Track
1512,PO372418GRIP-0000153,32. Dispute - PO Closing Pending,,34,15+,Missing,Missing,34,15+
1513,PO372525POWR-0013649,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1514,PO372543PROB-0000492,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1515,PO372600PXIN-00012930,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1516,PO372601PXIN-0000017,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1517,PO372640PXPX-0000247,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-2,On-Track
1518,PO372732GOER-00035012,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1519,PO372738GOER-0002972,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-1,On-Track
1520,PO373233BEBA-0000271,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-16,On-Track
1521,PO373268HYDB - 0001601,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1522,PO373305PROB-0000021,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1523,PO373323PXIN-00000633,20. Pre Pickup Check,,16,15+,Missing,Missing,16,15+
1524,PO373978BAMO-0002213,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
1525,PO374003BLAC-0002355,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1526,PO374026DAZM-0001211,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1527,PO374043GRAC-0002251,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1528,PO374126PLEM-0000431,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1529,PO374141PROB-0000681,09. Under Production,,On-Track,On-Track,Missing,Missing,-19,On-Track
1530,PO374196PXIN-0000852,18. FFW Booking Missing,-3.0,3,01-03,-3.0,On-Track,3,01-03
1531,PO374200PXIP-0000102,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,0,On-Track
1532,PO374234PXSL-0000091,28. Telex Release Pending,,5,04-08,Missing,Missing,5,04-08
1533,PO374312BEGR-00036411,10. PRD Confirmation Pending,,30,15+,Missing,Missing,30,15+
1534,PO374313BEGR-0004439,10. PRD Confirmation Pending,,30,15+,Missing,Missing,30,15+
1535,PO374441PXSA-00027522,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1536,PO374857PXPR-0001121,28. Telex Release Pending,,5,04-08,Missing,Missing,5,04-08
1537,PO375301BLAC-0000391,24. Mark In-Transit Pending,,6,04-08,Missing,Missing,6,04-08
1538,PO375301BLAC-0002144,24. Mark In-Transit Pending,,6,04-08,Missing,Missing,6,04-08
1539,PO375323HAPP-0000112,23. INB Creation Pending,,6,04-08,Missing,Missing,6,04-08
1540,PO375361OUTP-00001117,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1541,PO375425PXWE-0000171,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1542,PO375448YIDB-0001273,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-20,On-Track
1543,PO377170AMAZ-0000424,09. Under Production,,On-Track,On-Track,Missing,Missing,-63,On-Track
1544,PO377198BOLT-0010652,09. Under Production,,On-Track,On-Track,Missing,Missing,-34,On-Track
1545,PO377234HAPL-0000182,09. Under Production,,On-Track,On-Track,Missing,Missing,-17,On-Track
1546,PO377270KNIT-0000044,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1547,PO377276LUMA-0001312,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
1548,PO377319PROB-0000481,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
1549,PO377355PXIN-0000618,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1550,PO377367PXPR-0002704,06. Packaging Pending,,13,09-15,Missing,Missing,13,09-15
1551,PO377396PXWE-0001842,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1552,PO377397PXWE-0001743,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
1553,PO377353PXIN-00002511,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1554,PO377355PXIN-0001033,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1555,PO377355PXIN-0000115,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
1556,PO377381PXPX-0000311,11. IM Sign-Off Pending,,1,01-03,Missing,Missing,1,01-03
1557,PO377407ROLA-0000381,09. Under Production,,On-Track,On-Track,Missing,Missing,-14,On-Track
1558,PO377408RUQO-0000071,09. Under Production,,On-Track,On-Track,Missing,Missing,-3,On-Track
1559,PO362661GOER-000279160,23. INB Creation Pending,,5,04-08,Missing,Missing,5,04-08
1560,PO363591DONB-00021713,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
1561,PO366020HYDB - 00004333,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1562,PO368270PXDY-1000101,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1563,PO369308BEST-0000111,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
1564,PO369337HOMA-0000261,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1565,PO3693542WAY-0000711,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1566,PO371111PRCH-0000021,32. Dispute - PO Closing Pending,,83,15+,Missing,Missing,83,15+
1567,PO371242ROOM-0000691,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
